WorkerID,CurrentCompany,CurrentRole,IsTempProfile,WorkerJobSearchStatus,ConnectionPipelineStatus,ProfileAddedAt,ProfileAddedBy,TalentCommunitySource,TalentPoolCount,StarRating,State,Country,Economic Region,Population (2020),Coastline(WRI)(km),Coast/Area Ratio (WRI) (m/km2),Happiness Report,GWP Per Capita (2020),City,Postcode,RecruiterMessage,WorkerMessage,TotalResponseRate,LastCommunicatedAt,LastCommunicatedBy,CvStrength,ExperienceYears,Company
4809980,Decathlon,"Sales Assistant, Cashier",FALSE,,Community,,,LinkedIn,,FiveStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,1,,0,6/6/2022 13:17,christina@myachts.team,60,2,myCrew
4809605,None,Croatia,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",,,1,,0,6/6/2022 13:39,christina@myachts.team,50,10,myCrew
4805810,Generali insurance,"sailor, skipper",FALSE,Open to Offers,Community,,,Careers Website,,FourStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:39,christina@myachts.team,50,2,myCrew
4805440,Icean Koper,Ch officer,FALSE,,Community,,,LinkedIn,,OneStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:39,christina@myachts.team,30,,myCrew
4805295,Private yacht direct with the Boss,Manger,FALSE,,Community,,,LinkedIn,,FiveStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:39,christina@myachts.team,30,,myCrew
4804308,Kuwait Oil Tanker Company,3rd Officer,FALSE,,Community,,,LinkedIn,,FiveStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4801286,,CAPTAIN,FALSE,,Community,,,LinkedIn,,OneStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:17,christina@myachts.team,55,11,myCrew
4801147,Peak project carriers,Chief Officer / Relief Captain,FALSE,Available Soon,Community,,,LinkedIn,,ThreeStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,2,,0,6/6/2022 13:09,christina@myachts.team,65,16,myCrew
4800911,,Chief Engineer,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Pontevedra,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Baiona,36393,1,,0,6/6/2022 13:39,christina@myachts.team,50,16,myCrew
4800906,,,FALSE,,Community,,,LinkedIn,,OneStarReview,England,United Kingdom,EMEA,"67.886.011,00","19.717,00","81,50","7,054","41.059,17",Mansfield,,1,,0,6/6/2022 13:39,christina@myachts.team,35,,myCrew
4800859,MY/46ft,Captain,FALSE,Open to Offers,Community,,,Careers Website,,ThreeStarReview,BARCELONA,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",EL MASNOU,8320,1,,0,6/6/2022 13:39,christina@myachts.team,50,5,myCrew
4800607,Nautiel,Operario limpieza embarcaciones,FALSE,,Community,,,LinkedIn,,TwoStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4799644,FoodFakty,Project Specialist,FALSE,,Community,,,LinkedIn,,OneStarReview,Masovian Voivodeship,United Kingdom,EMEA,"67.886.011,00","19.717,00","81,50","7,054","41.059,17",Warsaw,3,1,,0,6/6/2022 13:39,christina@myachts.team,45,4,myCrew
4797243,Cunard,3rd officer,FALSE,,Talent Pool,,,LinkedIn,1,FourStarReview,,Finland,EMEA,"5.540.720,00","31.119,00","102,00","7,769","48.744,99",Helsinki,,2,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4797219,Ascend Fitness Pvt Ltd BKC,"Membership Sales, Facility Manager",FALSE,,Community,,,monster.com,,FiveStarReview,Dubai,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,1,,0,6/6/2022 13:39,christina@myachts.team,45,6,myCrew
4797142,Infinity yacht,Stewardess/Masseuse,FALSE,,Community,,,LinkedIn,,OneStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,2,,0,6/6/2022 13:35,christina@myachts.team,40,,myCrew
4796512,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Varna,Bulgaria,EMEA,"6.948.445,00","457,00","4,21","5,011","10.079,20",Varna,,1,,0,6/6/2022 13:39,christina@myachts.team,35,,myCrew
4796454,Can Jubany,Sous chef at El pecador Ibiza,FALSE,,Community,,,LinkedIn,,TwoStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Ibiza,7800,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4796146,Chevron Shipping LNG fleet,Master Mariner,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Splitsko-dalmatinska županija,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Podstrana,21312,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4795119,PADILLA LAWYERS,ADMINISTRATIVE ASSISTANT,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,VC,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Elche,3296,1,,0,6/6/2022 13:17,christina@myachts.team,95,3,myCrew
4795096,ALCATEL SUBMARINE NETWORKS,Marine Maintenance and Offshore Operations Manager,FALSE,,Community,,,LinkedIn,,ThreeStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Mallorca,,5,6,1,6/6/2022 13:17,christina@myachts.team,60,15,myCrew
4794735,,,FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,10/5/2021 13:52,christina@myachts.team,35,,myCrew
4794391,Kapetan Luka,C/O  <3000 gt,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Kaštela,21214,1,,0,6/6/2022 13:39,christina@myachts.team,30,,myCrew
4793944,SGS,Master,FALSE,Available Now,Community,,,Careers Website,,ThreeStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4793307,ekol lojistic,steward,FALSE,,Community,,,LinkedIn,,FourStarReview,İSTANBUL,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",ADALAR,,1,,0,6/6/2022 13:39,christina@myachts.team,50,28,myCrew
4793069,GO Adventure,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:39,christina@myachts.team,50,6,myCrew
4792842,the ivy Collection,Head bartender,FALSE,Open to Offers,Community,,,LinkedIn,,FiveStarReview,England,United Kingdom,EMEA,"67.886.011,00","19.717,00","81,50","7,054","41.059,17",Ash Vale,,2,,0,6/6/2022 13:39,christina@myachts.team,50,2,myCrew
4789946,GASTRONÓMICO,ASESOR,FALSE,Available Now,Community,,,Careers Website,,FourStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Adeje,38670,1,,0,6/6/2022 13:17,christina@myachts.team,65,15,myCrew
4788345,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,Primorje-Gorski Kotar County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Bakar,,1,1,1,6/6/2022 13:39,christina@myachts.team,35,,myCrew
4785862,Maritime Global Services,Cadet,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Lugo,27002,2,,0,6/6/2022 13:39,christina@myachts.team,50,1,myCrew
4785572,Real Club de Golf de San Sebastián,Demi-chef,FALSE,Open to Offers,Community,,,LinkedIn,,TwoStarReview,PV,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Irun,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4784613,Military Secondary School,Navigation Teacher,FALSE,,Community,,,Careers Website,,TwoStarReview,,Romania,EMEA,"19.237.691,00","696,00","3,03","6,070","12.896,09",Constanţa,,1,,0,6/6/2022 13:39,christina@myachts.team,40,39,myCrew
4784193,Hotel Park Hyatt,Head waiter,FALSE,,Community,,,LinkedIn,,OneStarReview,,Serbia,EMEA,"8.737.371,00",,,"5,603","7.720,51",Belgrade,,1,,0,6/6/2022 13:39,christina@myachts.team,45,,myCrew
4782120,Antonius,Sous Chef,FALSE,,Community,,,LinkedIn,,TwoStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Seville,,1,,0,6/6/2022 13:17,christina@myachts.team,60,6,myCrew
4781144,Blue Water Shipping A/S,Logistics Coordinator - Cruise & Marine,FALSE,,Community,,,LinkedIn,,FourStarReview,Lisbon,Portugal,EMEA,"10.196.709,00","2.830,00","30,90","5,693","22.176,30",Lisbon,,1,,0,6/6/2022 13:17,christina@myachts.team,60,9,myCrew
4776990,Private yacht,Captain,FALSE,,Talent Pool,,,LinkedIn,1,FiveStarReview,Primorje-Gorski Kotar County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Rijeka,,3,,0,6/6/2022 13:35,christina@myachts.team,50,18,myCrew
4776763,Dream Yacht Charter,Dock Master,FALSE,Open to Offers,Talent Pool,,,Careers Website,1,TwoStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:09,christina@myachts.team,55,10,myCrew
4776678,,,FALSE,,Community,,,LinkedIn,,FiveStarReview,Muğla,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Yalıkavak,,1,,0,6/6/2022 13:39,christina@myachts.team,35,,myCrew
4772756,none,none,FALSE,,Community,,,LinkedIn,,ThreeStarReview,IDF,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Aubervilliers,93300,3,,0,6/6/2022 13:39,christina@myachts.team,30,,myCrew
4772466,Monaco Marine,France,FALSE,,Community,,,LinkedIn,,FourStarReview,,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Antibes,6600,1,,0,6/6/2022 13:17,christina@myachts.team,55,19,myCrew
4771614,,,FALSE,,Community,,,LinkedIn,,OneStarReview,Dubai,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,1,2,1,6/6/2022 13:39,christina@myachts.team,45,,myCrew
4770949,Marriott,Head Chef,FALSE,,Community,,,LinkedIn,,FiveStarReview,,Saudi Arabia,EMEA,"34.813.871,00","7.572,00","3,52","6,375","20.110,32",Riyadh,,1,,0,6/6/2022 13:17,christina@myachts.team,60,11,myCrew
4770403,AGR,master stew 2/II,FALSE,,Community,,,LinkedIn,,OneStarReview,Zadar County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Zadar,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4770358,Scenic - Luxury Cruises & Tours,Executive Chef Culinary Talent Development,FALSE,,Community,,,LinkedIn,,FiveStarReview,Genova,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Mezzanego,,1,,0,6/6/2022 13:17,christina@myachts.team,60,13,myCrew
4770232,"; M/Y New Waves, 43 mts, Build by benetti veloce 140",chief engineer,FALSE,,Community,,,LinkedIn,,ThreeStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:17,christina@myachts.team,60,29,myCrew
4770171,chefbar,chef,FALSE,,Talent Pool,,,LinkedIn,1,OneStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Sant Antoni de Portmany,7820,1,,0,6/6/2022 13:35,christina@myachts.team,50,6,myCrew
4769140,Nil,Uneployed,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Šibensko-kninska županija,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Rogoznica,,1,,0,6/6/2022 13:39,christina@myachts.team,30,,myCrew
4769036,Trainee Stweward at  (CFPNC),Trainee Stweward at  (CFPNC),FALSE,Available Now,Community,,,LinkedIn,,FourStarReview,Tangier-Tétouan-Al Hoceima,Morocco,EMEA,"36.910.560,00","2.009,00","2,80","5,208","3.058,69",Tetouan,,1,,0,6/6/2022 13:17,christina@myachts.team,65,3,myCrew
4768804,MT HAFNIA,2ND ENGINEER,FALSE,,Community,,,LinkedIn,,FourStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,1,,0,6/6/2022 13:17,christina@myachts.team,55,4,myCrew
4768745,Portinox,Responsable de atencion al cliente,FALSE,,Community,,,LinkedIn,,OneStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Ibiza,7800,1,,0,6/6/2022 13:39,christina@myachts.team,50,3,myCrew
4768700,Cultural Exchange,Au Pair,FALSE,Open to Offers,Community,,,LinkedIn,,TwoStarReview,,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Rome,,1,,0,6/6/2022 13:17,christina@myachts.team,60,2,myCrew
4768343,Meyer Turku,Harbour Master,FALSE,Open to Offers,Community,,,LinkedIn,,ThreeStarReview,,Finland,EMEA,"5.540.720,00","31.119,00","102,00","7,769","48.744,99",Pargas,21600,2,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4767636,Ditas ship management,chief enginner at Oil/chem tanker,FALSE,Open to Offers,Community,,,LinkedIn,,FourStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4765423,Koi Sushi bar chain restaurants - Melissia,Store manager,FALSE,Available Soon,Community,,,Careers Website,,ThreeStarReview,,Greece,EMEA,"10.423.054,00","15.147,00","116,00","5,287","17.622,54",Athens,15342,1,,0,6/6/2022 13:17,christina@myachts.team,65,11,myCrew
4765126,Self employed,Chief engineer & Captain. M.Y. Starship,FALSE,,Community,,,LinkedIn,,FiveStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Can Picafort,7458,1,,0,6/6/2022 13:39,christina@myachts.team,30,,myCrew
4764447,Peninsula petroleum,Chief engineer,FALSE,,Community,,,LinkedIn,,FiveStarReview,AN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Algeciras,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4764064,This was my last assignment with,Officer,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",,,1,,0,6/6/2022 13:17,christina@myachts.team,55,17,myCrew
4763289,marineSOLUTIONS,"Yacht Surveyor, Yacht Technical Manager",FALSE,,Community,,,LinkedIn,,TwoStarReview,,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Bodrum,,3,,0,8/31/2022 5:37,nick@m-yachts.com,70,15,myCrew
4762174,Novikontas,Lithuania,FALSE,,Community,,,LinkedIn,,TwoStarReview,Klaipėda County,Lithuania,EMEA,"2.722.289,00","258,00","4,12","6,149","20.233,64",Klaipėda,,1,,0,6/6/2022 13:39,christina@myachts.team,30,,myCrew
4761213,None,Available for a new Command,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Menton,6500,3,,0,6/6/2022 13:28,christina@myachts.team,50,1,myCrew
4761108,101 Yeni Mağazacılık A.Ş.,Cashier,FALSE,,Community,,,LinkedIn,,OneStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Güngören,,1,,0,6/6/2022 13:39,christina@myachts.team,45,,myCrew
4761083,Intelcia,Casablanca,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Casablanca-Settat,Morocco,EMEA,"36.910.560,00","2.009,00","2,80","5,208","3.058,69",Casablanca,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4761034,Orion Enginering Ltd,Marine Specialist,FALSE,,Community,,,LinkedIn,,FourStarReview,Scotland,United Kingdom,EMEA,"67.886.011,00","19.717,00","81,50","7,054","41.059,17",Peterhead,,1,,0,6/6/2022 13:39,christina@myachts.team,50,27,myCrew
4761017,Emirates Airlines,Cabin Supervisor Flight Attendant,FALSE,,Community,,,LinkedIn,,FourStarReview,,Ukraine,EMEA,"43.733.762,00","4.953,00","8,55","4,332","3.724,94",,,1,,0,6/6/2022 13:17,christina@myachts.team,65,11,myCrew
4760930,Valaris,Steward,FALSE,,Community,,,LinkedIn,,TwoStarReview,CN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Las Palmas de Gran Canaria,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4760808,Harbour Master presently/previous company NCL,Master,FALSE,,Community,,,LinkedIn,,FourStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:39,christina@myachts.team,30,,myCrew
4760577,AEISEG,Sales and Marketing Assistant,FALSE,Open to Offers,Community,,,Careers Website,,FourStarReview,,Portugal,EMEA,"10.196.709,00","2.830,00","30,90","5,693","22.176,30",Lisbon,,1,,0,6/6/2022 13:17,christina@myachts.team,65,1,myCrew
4760465,Wilson Offshore,Stewardess,FALSE,,Community,,,LinkedIn,,FourStarReview,,Romania,EMEA,"19.237.691,00","696,00","3,03","6,070","12.896,09",Deva,,1,,0,6/6/2022 13:39,christina@myachts.team,45,14,myCrew
4760152,Royal Caribbean Group,"Chief Officer Safety, Project Chief Officer",FALSE,,Talent Pool,,,LinkedIn,1,OneStarReview,Kuyavian-Pomeranian Voivodeship,Poland,EMEA,"37.846.611,00","1.032,00","3,39","6,182","15.720,99",Torun,87,1,,0,6/6/2022 13:17,christina@myachts.team,60,9,myCrew
4758779,,Captain,FALSE,,Talent Pool,,,LinkedIn,2,FourStarReview,Nouvelle-Aquitaine,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Bordeaux,,1,,0,6/6/2022 13:17,christina@myachts.team,55,9,myCrew
4757302,Exmar,Maine superintendent,FALSE,,Community,,,LinkedIn,,TwoStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Kaštela,21214,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4756847,,,FALSE,,Community,,,Careers Website,,FiveStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",S/C DE TENERIFE,38618,1,,0,6/6/2022 13:17,christina@myachts.team,55,13,myCrew
4756841,Address skyview hotel Dubai,Housekeeper,FALSE,Available Now,Community,,,Careers Website,,FiveStarReview,,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56","Al Barsha south, Dubai",,1,,0,6/6/2022 13:39,christina@myachts.team,65,10,myCrew
4755134,Portuguese tavern Ca Meua,Cook,FALSE,Available Now,Community,,,LinkedIn,,FiveStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,1,,0,6/6/2022 13:17,christina@myachts.team,65,4,myCrew
4754801,,,FALSE,,Community,,,LinkedIn,,OneStarReview,Provence-Alpes-Côte d'Azur,France,EMEA,"65.273.511,00","7.330,00","11,40","6,592","39.030,36",Nice,,1,,0,6/6/2022 13:39,christina@myachts.team,35,,myCrew
4752792,My falcon,Captain,FALSE,,Community,,,LinkedIn,,OneStarReview,,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Göcek,,1,,0,6/6/2022 13:39,christina@myachts.team,50,22,myCrew
4751924,,,FALSE,,Community,,,LinkedIn,,OneStarReview,Luanda Province,Angola,EMEA,"32.866.272,00","2.252,00","1,81",#N/A,"1.776,17",Luanda,,,,,,,25,,myCrew
4748282,UAB,HR Manager,FALSE,,Community,,,LinkedIn,,TwoStarReview,,Lithuania,EMEA,"2.722.289,00","258,00","4,12","6,149","20.233,64",Klaipėda,LT-95186,1,,0,6/6/2022 13:17,christina@myachts.team,60,9,myCrew
4748276,Royal Academy of Culinary,,FALSE,,Community,,,LinkedIn,,TwoStarReview,Amman Governorate,Jordan,EMEA,"10.203.134,00","27,00","304,00","4,906","4.282,77",Amman,,1,,0,6/6/2022 13:39,christina@myachts.team,40,2,myCrew
4747712,"Boat iceman, Sophia ,",Steward,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma de mallorca,,2,,0,6/6/2022 13:17,christina@myachts.team,65,5,myCrew
4746431,Freelancer,Freelancer,FALSE,,Community,,,LinkedIn,,TwoStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4744673,Lsc shipmanagement,Crew manager,FALSE,,Community,,,LinkedIn,,FiveStarReview,,Latvia,EMEA,"1.886.198,00","566,00","9,09","5,940","17.726,25",,,1,,0,6/6/2022 13:39,christina@myachts.team,40,16,myCrew
4744031,Turkish Naval Forces Command,"Branch Manager, Fuel Planning & Procurement",FALSE,,Community,,,LinkedIn,,ThreeStarReview,ANKARA,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Etimesgut,6840,1,,0,6/6/2022 13:17,christina@myachts.team,65,20,myCrew
4743463,Epsilon shipping,Chief officer,FALSE,,Community,,,LinkedIn,,TwoStarReview,Istanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Cekmekoy,,1,,0,6/6/2022 13:17,christina@myachts.team,70,7,myCrew
4741496,Sete yachts management,Chief officer/Safety Officer,FALSE,Open to Offers,Talent Pool,,,Careers Website,1,TwoStarReview,,Greece,EMEA,"10.423.054,00","15.147,00","116,00","5,287","17.622,54",Athens,,5,,0,6/6/2022 13:17,christina@myachts.team,75,7,myCrew
4741250,Private yacht,Yacht stewardess,FALSE,,Community,,,Careers Website,,TwoStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Split,21000,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4741161,,,FALSE,,Community,,,LinkedIn,,OneStarReview,,Greece,EMEA,"10.423.054,00","15.147,00","116,00","5,287","17.622,54",Athens,,2,,0,6/6/2022 13:39,christina@myachts.team,35,,myCrew
4740699,Not Employed,Operations Manager,FALSE,,Community,,,LinkedIn,,TwoStarReview,Dubai,United Arab Emirates,EMEA,"9.890.402,00","2.871,00","34,30","6,825","36.284,56",Dubai,,2,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4740355,Gemici,Hostes,FALSE,,Community,,,LinkedIn,,FourStarReview,İstanbul,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",İstanbul,,1,,0,6/6/2022 13:39,christina@myachts.team,45,,myCrew
4740234,RIXOS BORJOMI HOTEL,Chief Engineer,FALSE,,Community,,,LinkedIn,,FourStarReview,Tbilisi,Georgia,EMEA,"3.989.167,00","376,00","5,39","4,519","4.266,69",Tbilisi,,1,,0,6/6/2022 13:17,christina@myachts.team,75,9,myCrew
4739373,Almoayyed International,Yacht captain/skipper,FALSE,Available Now,Community,,,LinkedIn,,ThreeStarReview,Capital Governorate,Bahrain,EMEA,"1.701.575,00","255,00","336,00","6,199","20.409,95",Manama,,2,,0,6/6/2022 13:17,christina@myachts.team,75,18,myCrew
4737718,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Split-Dalmatia County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Trogir,,1,,0,6/6/2022 13:39,christina@myachts.team,35,,myCrew
4737665,,,FALSE,,Community,,,LinkedIn,,FourStarReview,Muğla,Turkey,EMEA,"84.339.067,00","8.140,00","10,60","5,373","8.536,43",Marmaris,,3,,0,6/6/2022 13:47,christina@myachts.team,45,,myCrew
4737609,"Bernhard Schulte Shipmanagement, CY Ltd.",Technical Superintendent - Tanker Vessels,FALSE,,Community,,,LinkedIn,,OneStarReview,,Cyprus,EMEA,"1.207.359,00","671,00","72,60","6,046","27.527,85",Limassol,,1,,0,6/6/2022 13:39,christina@myachts.team,45,9,myCrew
4736618,Internavis,Captain,FALSE,,Community,,,LinkedIn,,OneStarReview,Šibenik-Knin County,Croatia,EMEA,"4.105.267,00","5.664,00","101,00","5,432","14.134,16",Primošten,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4736289,MB92,Senior Project Manager,FALSE,,Community,,,LinkedIn,,TwoStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,1,,0,6/6/2022 13:39,christina@myachts.team,40,,myCrew
4735848,ANDRITZ AG,Senior Project Manager,FALSE,Open to Offers,Community,,,LinkedIn,,ThreeStarReview,,Austria,EMEA,"9.006.398,00","0,00","0,00","7,246","48.586,80",Graz,,1,,0,6/6/2022 13:17,christina@myachts.team,65,26,myCrew
4734012,Compania HOFFMANN Transporte Gmbh,,FALSE,,Community,,,my-crew.com,,FiveStarReview,CN,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Santa Cruz de Tenerife,,1,,0,6/6/2022 13:39,christina@myachts.team,45,27,myCrew
4733815,GLS,Security Auditor,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Lazio,Italy,EMEA,"60.461.826,00","9.226,00","31,40","6,223","31.714,22",Anagni,3012,1,,0,6/6/2022 13:39,christina@myachts.team,30,,myCrew
4733632,,,FALSE,,Community,,,LinkedIn,,FourStarReview,IB,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Palma,,1,,0,6/6/2022 13:39,christina@myachts.team,35,,myCrew
4733514,,,FALSE,,Community,,,LinkedIn,,ThreeStarReview,Lunda-Sul,Angola,EMEA,"32.866.272,00","2.252,00","1,81",#N/A,"1.776,17",Muene Luanda,,1,,0,6/6/2022 13:39,christina@myachts.team,50,9,myCrew
4733336,,Consultor sénior de Recrutamento,FALSE,,Community,,,,,ThreeStarReview,,Angola,EMEA,"32.866.272,00","2.252,00","1,81",#N/A,"1.776,17",,,1,,0,6/6/2022 13:39,christina@myachts.team,50,6,myCrew
4733250,,Senior Surveyor,FALSE,,Community,,,LinkedIn,,OneStarReview,,Norway,EMEA,"5.421.241,00","53.199,00","175,00","7,554","67.329,68",Nedstrand,,2,,0,6/6/2022 13:39,christina@myachts.team,45,27,myCrew
4733141,Sandman Capital,Investment analyst,FALSE,,Community,,,LinkedIn,,FiveStarReview,CT,Spain,EMEA,"46.754.778,00","7.268,00","14,60","6,354","27.063,19",Barcelona,,1,,0,6/6/2022 13:39,christina@myachts.team,50,1,myCrew
